oldcode,povrate60,year,sum2count,pop5_9,sum5964,sumpop,rate_5964
14008,24.2366,61,0,1935,0,11610,0
14009,26.53564,63,0,1416,0,8496,0
14010,16.61126,64,0,11887,3,71322,4.206276
14011,23.18595,62,0,3715,0,22290,0
14012,29.78307,62,0,1591,0,9546,0
14013,27.46304,60,0,1499,0,8994,0
14014,24.19409,62,0,2686,2,16116,12.41003
14015,19.96408,60,2,4027,3,24162,12.41619
14016,12.38103,63,48,490050,264,2940300,8.978676
14017,22.22115,63,0,1929,0,11574,0
14018,31.41071,61,0,997,0,5982,0
14019,14.79862,60,0,5080,0,30480,0
14020,20.17818,60,1,1711,1,10266,9.740892
14021,21.53363,63,0,2161,1,12966,7.712479
14022,5.4788,59,0,39053,12,234318,5.121245
14023,28.61994,64,0,2195,0,13170,0
14024,31.95759,61,0,703,0,4218,0
14025,23.92646,60,0,2514,0,15084,0
14026,28.73635,59,0,1992,0,11952,0
14027,20.3323,64,0,1740,0,10440,0
14028,31.81391,63,0,3147,1,18882,5.296049
14029,20.28659,62,0,3863,2,23178,8.628872
14030,52.61278,63,1,734,2,4404,45.41326
14031,30.60844,64,0,1660,0,9960,0
14032,13.05361,60,0,2394,1,14364,6.961849
14033,38.54219,64,0,842,1,5052,19.79414
14034,25.91195,64,0,2380,0,14280,0
14035,43.87947,62,0,566,0,3396,0
14036,26.67154,59,0,819,0,4914,0
14037,19.49683,62,0,5038,1,30228,3.308191
14038,21.39542,63,0,3404,2,20424,9.792401
14039,28.46034,62,0,3385,0,20310,0
14040,32.92035,59,0,1174,0,7044,0
14041,27.73364,63,0,3049,0,18294,0
14042,21.47878,60,0,1781,1,10686,9.358039
14043,24.89181,64,0,2295,1,13770,7.262164
14044,40.80608,63,0,594,0,3564,0
14045,8.583183,62,1,21940,4,131640,3.03859
14046,15.51488,61,0,8890,5,53340,9.373828
14047,12.62204,59,0,2002,0,12012,0
14048,14.7537,59,0,5791,2,34746,5.756058
14049,7.9627,59,2,32317,12,193902,6.188693
14050,12.4199,64,0,11329,4,67974,5.884603
14051,27.38553,59,0,1726,1,10356,9.656238
14052,19.12502,61,0,3961,3,23766,12.62307
14053,17.45402,61,0,4062,1,24372,4.103069
14054,15.86318,60,0,3029,0,18174,0
14055,24.01763,61,0,2600,1,15600,6.410256
14056,10.44644,62,0,9610,2,57660,3.468609
14057,16.84013,63,0,8171,4,49026,8.158937
14058,15.32366,61,0,12653,4,75918,5.268843
14059,24.41623,64,1,4046,1,24276,4.119295
14060,13.61412,61,2,24218,5,145308,3.440967
14061,27.35318,63,2,3684,4,22104,18.09627
14062,21.61916,64,0,1377,0,8262,0
14063,22.5701,60,0,1433,0,8598,0
14064,34.60423,61,0,1413,0,8478,0
14065,21.05377,64,0,871,0,5226,0
14066,26.61537,59,0,1686,1,10116,9.88533
14067,13.90946,59,0,1551,0,9306,0
14068,26.64252,61,1,3000,1,18000,5.555555
14069,20.58126,64,1,3051,3,18306,16.38807
14070,23.19647,64,0,1355,1,8130,12.30012
14071,19.06417,64,0,4096,1,24576,4.06901
14072,14.80175,61,0,18901,7,113406,6.172513
14073,28.81128,59,0,1777,0,10662,0
14074,18.34398,63,0,1571,0,9426,0
14075,34.18507,59,0,1929,1,11574,8.640056
14076,47.78805,63,0,292,0,1752,0
14077,51.78854,64,0,1111,0,6666,0
14078,16.71847,64,0,479,1,2874,34.79471
14079,24.40829,60,2,2610,2,15660,12.77139
14080,26.43671,59,0,1635,0,9810,0
14081,11.21356,61,1,15471,5,92826,5.386422
14082,20.57899,61,0,30169,9,181014,4.971991
14083,39.86558,62,0,2051,2,12306,16.25224
14084,15.60087,60,1,14457,1,86742,1.152844
14085,32.25769,63,0,828,1,4968,20.12882
14086,31.69356,62,0,582,0,3492,0
14087,29.6701,61,0,2363,1,14178,7.053181
14088,24.12583,60,0,790,1,4740,21.09705
14089,17.90943,60,1,4724,1,28344,3.528084
14090,10.85461,63,0,11499,0,68994,0
14091,29.49243,63,0,1268,1,7608,13.14406
14092,19.26662,63,1,9874,4,59244,6.751739
14093,20.47136,64,0,1431,0,8586,0
14094,22.89321,64,0,2095,0,12570,0
14095,24.67835,59,0,1163,0,6978,0
14096,29.60954,59,0,1691,0,10146,0
14097,28.36274,60,0,1831,0,10986,0
14098,18.67674,61,0,6981,1,41886,2.387433
14099,11.12077,59,0,20690,10,124140,8.055421
14100,28.2451,60,0,3870,0,23220,0
14101,11.83398,61,0,23707,4,142242,2.812109
14102,15.75556,60,5,2814,9,16884,53.3049
14103,,61,0,,0,0,0
15001,15.06456,59,0,2905,1,17430,5.737235
15002,12.50177,60,1,26429,8,158574,5.044963
15003,15.9379,59,0,5469,1,32814,3.04748
15004,25.44136,61,0,1403,0,8418,0
15005,17.83393,62,0,1537,0,9222,0
15006,18.32377,63,0,2873,0,17238,0
15007,26.5713,59,0,832,0,4992,0
15008,21.61562,64,0,1754,1,10524,9.50209
15009,16.7329,61,1,3891,2,23346,8.566778
15010,18.61446,61,0,7448,4,44688,8.950949
15011,23.53749,62,0,2216,0,13296,0
15012,19.10777,63,0,3074,2,18444,10.84363
15013,42.1621,64,0,756,0,4536,0
15014,27.6496,63,0,2759,1,16554,6.040836
15015,17.75602,60,0,3169,0,19014,0
15016,26.41586,61,1,2046,1,12276,8.145976
15017,15.93288,60,0,3049,0,18294,0
15018,17.11174,61,0,11607,3,69642,4.307745
15019,23.48335,63,0,3303,2,19818,10.09184
15020,12.58812,64,0,11922,2,71532,2.795951
15021,23.45558,64,0,2726,0,16356,0
15022,20.9977,60,0,5640,2,33840,5.910165
15023,21.06569,63,0,1766,1,10596,9.437524
15024,33.20804,64,0,2011,0,12066,0
15025,21.20905,63,0,1672,0,10032,0
15026,25.79697,62,0,2930,1,17580,5.688282
15027,15.72877,63,0,7921,1,47526,2.104111
15028,29.80142,60,1,2327,2,13962,14.3246
15029,12.9209,59,2,4420,4,26520,15.08296
15030,15.59014,61,0,2926,0,17556,0
15031,25.81161,64,1,2056,2,12336,16.21271
15032,11.97618,63,0,4710,1,28260,3.53857
15033,20.63553,63,0,5109,0,30654,0
15034,15.17264,61,0,7661,2,45966,4.351042
15035,17.05816,63,1,3418,1,20508,4.876146
15036,21.08478,63,0,3164,1,18984,5.267594
15037,21.76908,63,0,2074,0,12444,0
15038,19.77649,62,0,2239,0,13434,0
15039,25.91036,61,0,2233,0,13398,0
15040,25.21158,61,0,1849,0,11094,0
15041,13.3531,62,0,5097,1,30582,3.269897
15042,26.0994,61,1,4168,2,25008,7.997441
15043,18.55908,59,1,4165,3,24990,12.0048
15044,28.84988,61,0,2072,0,12432,0
15045,14.20026,61,5,60601,26,363606,7.150597
15046,12.94596,60,1,10067,5,60402,8.277871
15047,24.8055,62,0,3784,3,22704,13.21353
15048,15.01224,63,2,12896,4,77376,5.169561
15049,14.55215,63,5,73952,31,443712,6.986514
15050,18.60322,60,0,3704,2,22224,8.99928
15051,29.89662,64,0,1243,0,7458,0
15052,21.74213,64,0,3872,2,23232,8.608815
15053,18.26589,60,0,5292,1,31752,3.149408
15054,17.27187,61,0,3194,0,19164,0
15055,18.71172,63,0,4014,2,24084,8.304269
15056,23.56999,62,0,1282,2,7692,26.00104
15057,16.69649,61,1,2996,1,17976,5.562973
15058,25.41422,59,0,419,0,2514,0
15059,32.39377,64,0,1583,0,9498,0
15060,30.2143,59,0,1040,0,6240,0
15061,28.59218,59,0,1374,0,8244,0
15062,29.21512,62,0,2052,1,12312,8.122157
15063,31.05954,63,0,1095,0,6570,0
15064,10.29333,62,0,6692,2,40152,4.981072
15065,27.85013,61,1,2083,1,12498,8.00128
15066,27.11334,59,0,1476,1,8856,11.29178
15067,19.36,63,0,2240,0,13440,0
15068,20.46461,61,0,2806,1,16836,5.939653
15069,26.22209,64,0,2212,1,13272,7.534659
15070,24.53427,60,0,2185,1,13110,7.627765
15071,11.32692,64,2,26592,10,159552,6.267549
15072,31.38726,62,1,1630,1,9780,10.22495
15073,17.40619,60,0,3712,3,22272,13.46983
15074,31.76107,63,0,1641,0,9846,0
15075,27.17192,63,0,2045,0,12270,0
15076,22.6678,63,0,1502,1,9012,11.09632
15077,26.90174,63,0,2050,1,12300,8.130081
15078,28.71658,59,0,656,0,3936,0
15079,13.49443,60,0,8241,1,49446,2.022408
15080,18.65147,59,0,1660,0,9960,0
15081,26.73222,62,0,723,0,4338,0
15082,21.59348,64,2,17439,7,104634,6.689986
15083,23.31714,60,0,1537,0,9222,0
15084,21.47239,62,1,10047,3,60282,4.97661
15085,16.79679,63,0,3231,1,19386,5.158362
15086,25.12827,62,0,895,0,5370,0
15087,27.23637,61,0,2671,0,16026,0
15088,30.4343,61,0,1865,2,11190,17.8731
15089,18.07893,64,1,7535,2,45210,4.4238
15090,16.47218,63,0,2318,2,13908,14.38021
15091,19.5517,62,0,2108,0,12648,0
15092,16.19748,61,0,2345,0,14070,0
16001,34.24569,61,0,1046,0,6276,0
16002,32.76866,59,0,763,0,4578,0
16003,40.50445,59,0,1805,1,10830,9.23361
16004,36.37437,62,0,1266,1,7596,13.16482
16005,34.0046,62,0,1243,1,7458,13.40842
16006,24.25482,61,0,2591,0,15546,0
16007,11.05833,60,1,14303,2,85818,2.330513
16008,20.47032,60,0,2765,0,16590,0
16009,22.73228,61,0,2141,3,12846,23.35357
16010,27.19137,64,0,2500,1,15000,6.666667
16011,25.62748,59,0,2248,1,13488,7.413998
16012,26.42837,61,0,1805,0,10830,0
16013,25.01584,59,0,1702,0,10212,0
16014,26.32076,59,0,2794,0,16764,0
16015,27.55848,59,1,1759,2,10554,18.95016
16016,27.17367,63,0,1860,0,11160,0
16017,16.28235,62,0,5491,5,32946,15.17635
16018,31.28169,64,0,2054,0,12324,0
16019,31.04806,64,0,1647,0,9882,0
16020,32.93215,63,0,763,1,4578,21.8436
16021,25.4446,59,0,2170,2,13020,15.36098
16022,35.30238,61,0,2265,0,13590,0
16023,16.61262,59,0,5806,2,34836,5.741187
16024,31.02596,59,0,1999,0,11994,0
16025,19.33878,60,0,2454,0,14724,0
16026,30.08716,61,0,876,0,5256,0
16027,38.68123,62,0,895,0,5370,0
16028,36.91128,59,1,2197,1,13182,7.586102
16029,13.48825,64,0,4588,2,27528,7.26533
16030,30.87306,62,0,1334,0,8004,0
16031,16.79335,64,0,9057,4,54342,7.360789
16032,24.65155,63,0,1765,0,10590,0
16033,28.36997,61,0,3064,0,18384,0
16034,22.51058,61,0,2190,0,13140,0
16035,24.21585,63,0,1592,1,9552,10.46901
16036,30.54566,63,0,927,0,5562,0
16037,27.754,61,0,1507,0,9042,0
16038,23.99944,60,1,1440,2,8640,23.14815
16039,35.54448,63,0,1357,0,8142,0
16040,21.73956,60,0,2072,0,12432,0
16041,31.34277,60,0,1645,0,9870,0
16042,22.05448,63,0,2266,3,13596,22.06531
16043,29.39954,62,0,1858,0,11148,0
16044,22.29238,63,0,1589,0,9534,0
16045,39.52844,63,0,1351,0,8106,0
16046,22.06594,64,0,1521,0,9126,0
16047,28.79081,63,0,1103,0,6618,0
16048,26.23517,60,0,1716,0,10296,0
16049,29.38599,60,0,2258,0,13548,0
16050,17.34293,61,1,3705,1,22230,4.498425
16051,22.4459,63,0,1480,0,8880,0
16052,19.99626,64,0,4768,0,28608,0
16053,29.25736,59,0,2292,1,13752,7.271669
16054,29.22655,63,0,1578,0,9468,0
16055,30.56399,62,0,2985,0,17910,0
16056,20.11193,64,0,4537,1,27222,3.673499
16057,12.05544,61,0,14598,6,87588,6.850254
16058,24.17433,63,0,1082,1,6492,15.40357
16059,30.30833,63,1,974,1,5844,17.11157
16060,35.55813,59,0,1710,0,10260,0
16061,28.43555,64,0,1195,0,7170,0
16062,26.4345,62,0,2302,2,13812,14.48016
16063,23.13907,61,0,2396,0,14376,0
16064,16.48826,62,0,3953,2,23718,8.432414
16065,28.47826,60,0,1285,0,7710,0
16066,30.18295,63,0,1589,0,9534,0
16067,33.7476,63,0,1502,0,9012,0
16068,29.34956,64,0,1017,1,6102,16.38807
16069,26.92684,64,0,1372,0,8232,0
16070,18.8867,61,0,3365,0,20190,0
16071,25.48653,61,0,2060,1,12360,8.090615
16072,32.50097,61,0,1179,1,7074,14.13627
16073,29.05191,60,0,1801,0,10806,0
16074,37.33397,60,1,1771,1,10626,9.410879
16075,30.35662,63,0,2767,0,16602,0
16076,28.17487,59,0,1588,0,9528,0
16077,12.33764,62,1,27877,7,167262,4.185051
16078,16.85828,61,2,9479,7,56874,12.30791
16079,26.39694,59,0,1942,1,11652,8.582217
16080,44.08453,61,0,757,0,4542,0
16081,26.21568,59,0,1871,4,11226,35.63157
16082,12.63291,60,1,12875,3,77250,3.883495
16083,34.80336,64,0,1831,1,10986,9.102494
16084,31.16008,60,0,3242,2,19452,10.28172
16085,16.58405,63,0,4325,0,25950,0
16086,26.66884,60,0,2208,0,13248,0
16087,41.04346,59,0,915,1,5490,18.21494
16088,31.38127,63,0,1259,0,7554,0
16089,35.03335,60,0,871,0,5226,0
16090,19.45827,60,1,4850,2,29100,6.872852
16091,18.50745,59,0,2281,0,13686,0
16092,25.6673,59,0,2060,1,12360,8.090615
16093,38.67116,62,0,818,0,4908,0
16094,17.35229,61,0,5381,1,32286,3.097318
16095,24.5925,59,0,1321,0,7926,0
16096,33.28993,62,0,2238,1,13428,7.447125
16097,17.94718,64,0,11941,3,71646,4.187254
16098,24.79522,63,1,1074,1,6444,15.51831
16099,19.27852,60,0,2144,1,12864,7.773632
17001,31.12444,61,0,1532,0,9192,0
17002,29.06123,61,0,850,1,5100,19.60784
17003,23.91578,61,0,1932,0,11592,0
17004,20.75124,61,0,935,0,5610,0
17005,15.32741,61,0,3831,3,22986,13.05142
17006,32.56394,62,0,1349,1,8094,12.35483
17007,33.7564,59,0,1215,0,7290,0
17008,16.41571,64,0,4188,1,25128,3.979624
17009,28.72016,62,0,383,0,2298,0
17010,37.22452,60,0,452,0,2712,0
17011,30.29949,63,0,2102,0,12612,0
17012,24.67134,62,0,488,0,2928,0
17013,26.70048,60,0,332,0,1992,0
17014,24.5423,61,0,988,0,5928,0
17015,26.3664,59,0,1367,0,8202,0
17016,37.39005,63,0,727,0,4362,0
17017,29.54128,62,0,285,1,1710,58.47953
17018,21.5112,64,1,3549,1,21294,4.696158
17019,28.15963,61,2,2896,3,17376,17.26519
17020,24.95274,61,0,588,0,3528,0
17021,21.83811,62,0,2055,1,12330,8.1103
17022,28.75053,59,0,965,1,5790,17.27116
17023,18.49181,62,0,3605,0,21630,0
17024,28.58272,64,0,535,0,3210,0
17025,37.1939,63,0,416,0,2496,0
17026,22.75249,63,0,2426,0,14556,0
17027,21.51849,64,0,699,0,4194,0
17028,21.71626,63,0,2022,0,12132,0
17029,17.90485,59,0,2328,2,13968,14.31844
17030,27.09466,60,0,1787,2,10722,18.65324
17031,26.57348,61,1,2675,2,16050,12.46106
17032,23.65984,60,0,495,0,2970,0
17033,23.85274,60,0,702,0,4212,0
17034,9.601068,63,0,749,1,4494,22.25189
17035,29.10921,61,0,488,0,2928,0
17036,14.85196,60,0,241,0,1446,0
17037,24.94552,59,0,986,1,5916,16.90331
17038,18.38054,63,0,390,0,2340,0
17039,17.05644,64,0,937,0,5622,0
17040,16.35713,63,0,2730,0,16380,0
17041,12.83651,60,0,379,1,2274,43.97537
17042,21.22422,61,0,386,0,2316,0
17043,30.77149,63,0,936,1,5616,17.80627
17044,25.75076,61,0,1103,0,6618,0
17045,33.24397,63,0,642,0,3852,0
17046,6.696932,59,1,19008,1,114048,.8768238
17047,16.22751,62,0,409,0,2454,0
17048,21.60725,61,0,1087,0,6522,0
17049,16.03711,60,0,485,0,2910,0
17050,31.75528,61,0,2415,0,14490,0
17051,22.12479,64,0,367,0,2202,0
17052,20.05403,61,0,4878,3,29268,10.2501
17053,25.72736,64,0,511,0,3066,0
17054,30.87167,60,0,740,0,4440,0
17055,18.31832,63,0,513,0,3078,0
17056,25.81915,62,0,2317,1,13902,7.19321
17057,18.38799,63,0,2364,0,14184,0
17058,20.53346,64,0,1526,2,9156,21.8436
17059,31.6092,62,0,1491,0,8946,0
17060,23.69086,63,0,637,0,3822,0
17061,23.50474,64,0,1819,1,10914,9.162543
17062,25.8754,61,0,889,1,5334,18.74766
17063,26.58186,60,0,4242,0,25452,0
17064,31.64772,60,1,705,1,4230,23.64066
17065,12.78578,62,0,397,0,2382,0
17066,37.50697,64,0,1430,1,8580,11.65501
17067,28.55608,62,0,1829,1,10974,9.112448
17068,28.32003,64,0,588,0,3528,0
17069,26.55951,61,0,754,1,4524,22.10433
17070,29.34033,63,0,1252,1,7512,13.31203
17071,29.11084,60,0,741,0,4446,0
17072,24.43787,61,0,594,0,3564,0
17073,19.02572,63,0,874,1,5244,19.06941
17074,24.79301,59,0,876,0,5256,0
17075,27.87555,59,1,1174,2,7044,28.39296
17076,18.07259,63,0,1298,1,7788,12.84027
17077,21.49248,64,0,670,0,4020,0
17078,17.55693,62,0,6172,2,37032,5.400734
17079,32.48005,60,0,864,0,5184,0
17080,17.02342,59,0,1407,0,8442,0
17081,22.92177,63,1,3454,2,20724,9.650646
17082,20.41561,59,0,1131,0,6786,0
17083,22.75991,63,0,647,0,3882,0
17084,18.27264,60,0,1210,1,7260,13.77411
17085,15.38182,62,1,5460,2,32760,6.105006
17086,19.45119,63,1,593,1,3558,28.10568
17087,13.85998,62,2,39693,8,238158,3.359115
17088,12.50393,63,0,2023,0,12138,0
17089,15.60994,63,0,14190,2,85140,2.349072
17090,32.68551,64,0,571,0,3426,0
17091,19.22296,59,0,715,0,4290,0
17092,31.52202,59,0,737,0,4422,0
17093,23.00398,59,0,669,0,4014,0
17094,17.95238,61,0,273,0,1638,0
17095,14.28571,61,0,538,0,3228,0
17096,18.2844,64,0,2618,1,15708,6.366183
17097,17.96438,60,0,842,0,5052,0
17098,23.3672,61,0,646,1,3876,25.79979
17099,31.89349,59,0,645,0,3870,0
17100,23.16583,62,0,245,0,1470,0
17101,37.38453,59,0,988,0,5928,0
17102,28.43243,59,0,354,0,2124,0
17103,28.27554,60,0,1216,0,7296,0
17104,32.41187,64,0,460,1,2760,36.23188
17105,16.65832,59,0,20252,3,121512,2.468892
17106,,61,2,,3,0,0
18001,59.4622,63,0,1502,1,9012,11.09632
18002,53.51461,64,0,1100,0,6600,0
18003,33.73228,64,0,847,0,5082,0
18004,38.96831,62,0,791,0,4746,0
18005,47.23883,63,0,2756,2,16536,12.09482
18006,57.90098,63,0,911,1,5466,18.29491
18007,64.76141,59,0,4036,3,24216,12.3885
18008,14.63337,60,1,2703,1,16218,6.165988
18009,38.92332,62,0,1854,1,11124,8.989573
18010,27.80985,63,1,5354,1,32124,3.112937
18011,37.28769,59,0,1914,1,11484,8.707767
18012,37.7459,59,0,698,0,4188,0
18013,74.5382,61,0,1956,0,11736,0
18014,49.98285,59,0,1598,0,9588,0
18015,29.1564,60,0,1936,0,11616,0
18016,57.94942,61,1,984,1,5904,16.93767
18017,42.31292,64,1,1216,1,7296,13.70614
18018,35.19131,64,1,1562,2,9372,21.34016
18019,15.48392,61,0,9134,2,54804,3.649369
18020,38.15696,59,0,489,0,2934,0
18021,39.51364,60,0,755,1,4530,22.07506
18022,54.01148,62,0,2361,0,14166,0
18023,64.56979,62,0,1646,0,9876,0
18024,38.88912,60,0,5278,5,31668,15.78881
18025,34.59031,63,0,2173,2,13038,15.33978
18026,75.94464,64,0,2833,7,16998,41.18132
18027,67.35445,61,0,958,1,5748,17.39736
18028,49.51568,60,0,786,0,4716,0
18029,62.92835,63,0,789,2,4734,42.24757
18030,28.24276,62,1,8127,2,48762,4.101554
18031,61.04983,63,0,802,0,4812,0
18032,60.45296,64,0,779,0,4674,0
18033,56.41235,62,0,1285,0,7710,0
18034,23.97029,59,2,12764,5,76584,6.528779
18035,50.33119,63,0,1026,0,6156,0
18036,60.36939,62,0,5295,3,31770,9.442871
18037,21.64688,60,0,2768,0,16608,0
18038,45.9027,59,0,1132,1,6792,14.7232
18039,36.27576,62,0,362,0,2172,0
18040,42.18639,61,0,911,0,5466,0
18041,31.04173,64,0,925,0,5550,0
18042,34.09996,62,1,2659,1,15954,6.268021
18043,54.06124,62,0,1708,0,10248,0
18044,42.72222,60,0,1129,0,6774,0
18045,37.07141,59,0,3522,2,21132,9.464319
18046,47.78354,60,0,547,0,3282,0
18047,32.9371,64,0,5818,4,34908,11.45869
18048,54.66656,61,1,6216,4,37296,10.72501
18049,33.5351,61,0,1268,1,7608,13.14406
18050,52.71876,61,0,1476,0,8856,0
18051,33.55639,62,1,3622,2,21732,9.203018
18052,39.37838,64,0,1030,0,6180,0
18053,44.43353,62,0,639,0,3834,0
18054,37.2474,62,0,3761,2,22566,8.862891
18055,72.31853,59,0,1293,0,7758,0
18056,19.39021,60,4,67396,22,404376,5.440481
18057,37.88535,62,0,1403,0,8418,0
18058,60.01725,59,0,2168,0,13008,0
18059,15.95138,62,0,12914,6,77484,7.743534
18060,76.2463,63,0,2321,0,13926,0
18061,72.51512,59,0,2966,3,17796,16.85772
18062,40.13038,61,0,1139,0,6834,0
18063,59.34849,64,0,2815,0,16890,0
18064,66.37753,63,0,1284,0,7704,0
18065,69.74606,64,1,881,1,5286,18.9179
18066,81.09801,62,0,1595,1,9570,10.44932
18067,62.05283,61,0,3743,2,22458,8.905513
18068,51.95862,61,0,1595,0,9570,0
18069,51.01981,60,0,1750,1,10500,9.523809
18070,45.35096,64,0,655,0,3930,0
18071,45.63643,61,0,1970,1,11820,8.460237
18072,37.01493,59,0,408,0,2448,0
18073,27.44904,63,0,5909,0,35454,0
18074,78.9374,63,0,1542,0,9252,0
18075,42.69223,63,1,909,1,5454,18.33517
18076,45.36092,60,0,3126,0,18756,0
18077,76.66171,60,0,1472,0,8832,0
18078,46.29854,59,0,2143,0,12858,0
18079,29.60801,60,0,1770,1,10620,9.416196
18080,70.12448,59,0,1485,0,8910,0
18081,36.65729,61,0,1854,1,11124,8.989573
18082,29.52361,60,0,2667,1,16002,6.249219
18083,62.82195,64,1,444,1,2664,37.53754
18084,36.91151,60,0,1348,0,8088,0
18085,58.16728,64,0,782,0,4692,0
18086,63.26203,59,0,1196,0,7176,0
18087,44.02848,62,1,1474,1,8844,11.3071
18088,64.29308,60,0,1306,0,7836,0
18089,44.42717,59,0,2815,0,16890,0
18090,38.92592,63,0,2815,2,16890,11.84133
18091,46.45002,59,0,622,1,3732,26.79528
18092,50.33738,60,0,1698,0,10188,0
18093,27.52268,62,0,1247,0,7482,0
18094,39.46271,64,0,760,0,4560,0
18095,74.85141,64,0,639,0,3834,0
18096,32.24437,60,0,1048,0,6288,0
18097,61.45668,62,0,4696,4,28176,14.19648
18098,59.7947,61,1,8602,7,51612,13.56274
18099,58.79593,60,0,809,1,4854,20.60157
18100,58.54304,64,0,3651,1,21906,4.56496
18101,54.48392,60,0,205,3,1230,243.9024
18102,67.84291,59,0,1426,0,8556,0
18103,51.68185,61,0,1261,0,7566,0
18104,64.56302,64,0,1199,1,7194,13.90047
18105,33.79505,62,0,1373,0,8238,0
18106,32.51111,62,0,1816,1,10896,9.17768
18107,46.60023,62,0,1109,1,6654,15.02855
18108,37.65311,61,0,609,2,3654,54.73454
18109,36.67704,64,0,1587,1,9522,10.502
18110,54.3392,64,0,1107,0,6642,0
18111,55.84641,60,0,868,0,5208,0
18112,34.27419,60,0,516,0,3096,0
18113,39.01361,59,0,1639,0,9834,0
18114,39.86117,64,1,4333,1,25998,3.84645
18115,43.72921,61,0,1234,0,7404,0
18116,71.99601,59,0,1710,1,10260,9.746589
18117,42.65248,63,0,1351,1,8106,12.33654
18118,64.16251,60,0,2697,1,16182,6.179706
18119,76.78214,62,0,820,0,4920,0
18120,30.31084,63,0,1235,1,7410,13.49528
18121,,60,0,,0,0,0
19001,52.21772,59,0,6075,2,36450,5.486969
19002,48.13786,60,0,2467,1,14802,6.755844
19003,43.40337,62,1,3636,1,21816,4.583792
19004,62.47251,60,0,2324,2,13944,14.34309
19005,59.67896,62,0,4604,1,27624,3.620041
19006,48.84912,60,0,2228,0,13368,0
19007,58.70724,63,0,1789,1,10734,9.316192
19008,33.22423,64,0,7121,1,42726,2.340495
19009,35.45862,60,1,26296,11,157776,6.97191
19010,27.48454,63,0,17986,4,107916,3.706587
19011,60.77542,64,0,1058,0,6348,0
19012,33.88334,64,0,807,0,4842,0
19013,65.6883,63,1,1447,2,8682,23.03617
19014,52.83779,59,0,1958,2,11748,17.02417
19015,51.29934,62,0,2880,1,17280,5.787037
19016,60.47523,59,0,2809,1,16854,5.93331
19017,26.35896,60,1,27558,8,165348,4.838281
19018,70.68468,64,0,2028,2,12168,16.43655
19019,61.29419,59,0,1863,1,11178,8.946144
19020,62.51966,60,0,3841,1,23046,4.339148
19021,63.58334,64,0,3381,2,20286,9.859016
19022,57.87027,59,0,1445,0,8670,0
19023,37.27486,62,0,6435,5,38610,12.95001
19024,54.03659,63,2,3823,4,22938,17.43831
19025,45.46548,60,0,1679,2,10074,19.85309
19026,19.55345,64,2,27593,9,165558,5.436162
19027,44.09199,63,0,3849,2,23094,8.660258
19028,36.03899,63,0,10396,6,62376,9.619084
19029,35.69025,63,0,6955,4,41730,9.58543
19030,45.485,62,0,1413,0,8478,0
19031,46.10331,61,0,2663,2,15978,12.51721
19032,41.83963,60,0,3401,1,20406,4.900519
19033,65.42001,63,0,2179,0,13074,0
19034,52.73486,59,1,4486,4,26916,14.86105
19035,61.39647,63,0,4108,2,24648,8.114248
19036,31.24861,60,1,64318,27,385908,6.996486
19037,38.43578,60,0,12158,3,72948,4.112518
19038,33.33765,62,0,3065,3,18390,16.31321
19039,62.44209,64,0,3054,1,18324,5.457324
19040,42.76767,62,1,12788,1,76728,1.303305
19041,63.94254,64,0,1169,0,7014,0
19042,60.96305,59,0,3111,0,18666,0
19043,55.58424,63,0,2053,1,12318,8.118201
19044,16.76732,64,0,4630,0,27780,0
19045,33.36833,59,0,2990,1,17940,5.574136
19046,64.39753,64,0,1260,0,7560,0
19047,52.03965,62,0,2591,0,15546,0
19048,48.11213,64,0,2516,1,15096,6.624271
19049,61.77502,63,1,10705,7,64230,10.89833
19050,60.87627,63,0,3783,0,22698,0
19051,37.99136,60,0,6218,2,37308,5.360781
19052,42.94674,64,0,4794,2,28764,6.953136
19053,53.64775,64,1,7178,4,43068,9.287638
19054,66.7013,60,1,1712,2,10272,19.47041
19055,34.39795,59,2,8195,6,49170,12.20256
19056,52.40753,62,0,2044,1,12264,8.153947
19057,43.87552,60,0,4283,2,25698,7.782707
19058,54.79943,60,0,2037,1,12222,8.181967
19059,43.39704,64,0,5467,1,32802,3.048595
19060,39.37113,64,0,4435,2,26610,7.515972
19061,45.68307,62,0,2037,2,12222,16.36393
19062,58.50451,64,0,1691,0,10146,0
19063,65.08993,62,0,1287,0,7722,0
19064,55.82257,61,1,1743,1,10458,9.562057
20001,19.25372,64,0,8683,1,52098,1.919459
20002,36.98868,62,1,13005,5,78030,6.407792
20003,17.0252,63,3,17707,10,106242,9.412474
20004,25.34106,64,1,2081,2,12486,16.01794
20005,28.59038,60,0,3044,0,18264,0
20006,20.84116,63,1,8906,8,53436,14.97118
20007,27.83948,62,0,2661,0,15966,0
20008,31.4757,60,0,1754,0,10524,0
20009,21.22372,64,0,4748,0,28488,0
20010,20.55968,61,0,12863,5,77178,6.47853
20011,24.59168,61,0,1717,0,10302,0
20012,21.45763,61,0,2191,0,13146,0
20013,25.4138,64,0,4039,2,24234,8.252868
20014,30.47953,59,0,2428,0,14568,0
20015,39.96938,63,0,3201,1,19206,5.206706
20016,20.49761,61,2,9890,10,59340,16.85204
21001,22.66718,61,0,7748,2,46488,4.302186
21002,14.65571,61,2,22763,9,136578,6.589641
21003,7.291669,63,3,54795,20,328770,6.08328
