oldcode,_type_,_freq_,pctsch14_1960,pctsch5_34_1960,pct_hsormore_25plus_1960,pop14_17_1960,pop5_34_1960,pop25plus_1960,povrate60
11051,0,1,92,.6485636,17.4,854,5082,4953,43.85122
11052,0,1,82.9,.5347719,29.6,1409,8527,9362,46.7635
11053,0,1,81.1,.5662881,19.8,1546,8365,9184,54.64649
11054,0,1,79.9,.5399523,22.7,576,3354,3455,56.28926
11055,0,1,85,.5681146,19.9,1217,6768,7161,47.66743
11056,0,1,86,.5346486,20.1,673,4055,4043,43.84662
11057,0,1,82.6,.5022984,28.8,4626,33285,37687,29.44163
11058,0,1,80.6,.5017691,19.4,1012,6218,6157,41.6585
11059,0,1,92.3,.5411483,16.1,1062,6270,7187,48.02406
11060,0,1,85.1,.5092891,41.2,31724,263748,306058,29.11679
11061,0,1,77.7,.5387765,14.3,788,4397,4602,58.40959
11062,0,1,71.1,.5374204,9,265,1256,1395,61.57254
11063,0,1,87.5,.4781382,35.8,2874,21270,21041,31.53548
11064,0,1,77.9,.4799702,21.4,1466,9386,10279,42.83241
11065,0,1,82.4,.558982,21.1,1627,8723,9075,57.50694
11066,0,1,84.5,.5895238,18.8,917,5250,5660,58.15844
11067,0,1,84.7,.4895452,23.8,2950,22143,21787,31.71692
11068,0,1,83.8,.5230294,29.3,1654,9401,9067,40.6317
11069,0,1,78.5,.4914968,26.1,3491,24873,25621,37.60048
11070,0,1,83.4,.6015199,15.9,904,5132,4477,72.45093
11071,0,1,81.8,.5498356,21.5,1124,6993,7893,39.62173
11072,0,1,91.4,.5990144,21.3,941,5479,5552,54.99448
11073,0,1,83.6,.52007,23.5,1213,7424,7821,47.48252
11074,0,1,82.4,.5559641,19.2,438,2448,2817,54.85247
11075,0,1,80.6,.506072,25.9,1364,8811,8445,46.21779
11076,0,1,88.2,.4840646,41.6,2567,21493,17949,26.81287
11077,0,1,83.2,.5758458,18.5,850,4463,4604,66.86858
11078,0,1,79.3,.516362,19.2,1491,8862,9890,41.32634
11079,0,1,84.7,.6031634,24,471,2845,3186,66.41353
11080,0,1,88.4,.6350476,20.8,842,4628,4209,52.78414
11081,0,1,79.9,.5700891,17.2,1616,8639,8313,66.04118
11082,0,1,81.3,.5715886,19.7,785,4463,4468,58.32802
11083,0,1,87.2,.599324,19.6,707,3846,4059,49.60602
11084,0,1,91,.52644,21.4,658,4236,4087,50.09805
11085,0,1,85.5,.5475522,27.1,772,4984,5261,42.96898
11086,0,1,88,.5487322,19.4,415,2524,2421,60.91278
11087,0,1,81.8,.5460087,24.6,2513,15421,16726,52.10479
11088,0,1,74.9,.5641186,23.2,563,3205,2728,60.76637
11089,0,1,86.2,.4495828,31.4,984,8390,6068,51.1956
11090,0,1,81.4,.5964392,18.1,498,3033,2794,66.88519
11091,0,1,93.3,.5728953,16.8,324,1948,1865,62.35183
11092,0,1,84.9,.514095,35.8,3463,25470,23625,40.91101
11093,0,1,87.5,.6220453,23.4,568,4019,3354,50.50414
11094,0,1,83,.5320809,27,1011,6281,6227,52.50098
11095,0,1,85.6,.561218,18.7,527,3120,2945,66.33758
11096,0,1,82.3,.6099742,19.8,1233,6597,6113,64.37058
11097,0,1,83.6,.5387883,21.1,953,5414,5927,54.89691
11098,0,1,84.5,.589164,18.5,559,2787,2447,69.71467
11099,0,1,86.6,.578205,23.5,1727,9571,9907,56.30407
11100,0,1,86.5,.5569809,17,606,3352,3504,62.96948
11101,0,1,80.5,.5705678,22.2,1684,9792,9366,55.26159
11102,0,1,82,.5770382,25.2,847,5348,5096,50.58392
11103,0,1,87.5,.5550833,16.8,559,3059,3121,63.67847
11104,0,1,71.5,.5173112,22.4,906,4939,5044,54.1145
11105,0,1,67.3,.4788128,18.2,904,5357,5213,44.9267
11106,0,1,80.7,.4469941,39.3,9305,85198,77059,30.34513
11107,0,1,81.5,.5509232,19.9,1607,10290,10862,40.1711
11108,0,1,84.3,.5620981,22.2,517,2955,3326,45.44531
11109,0,1,89.3,.5640485,17.8,741,3794,3984,58.75778
11110,0,1,83.6,.5023063,16.6,976,6504,6757,35.86393
11111,0,1,80.8,.5578489,29.6,1043,7122,6550,47.6771
11112,0,1,78.7,.4923253,20.2,677,4365,4660,48.79588
11113,0,1,90.4,.6032245,20.7,897,4776,4771,54.55408
11114,0,1,85.5,.596137,20.6,648,3417,3676,54.49401
11115,0,1,81.8,.5150359,21,2168,13102,15191,39.99345
11116,0,1,86.6,.5981426,20.8,672,3984,4151,43.84823
11117,0,1,85.7,.5573232,23.2,630,3960,3807,57.1544
11118,0,1,76.5,.5819601,15.7,243,1153,1121,73.07548
11119,0,1,90.1,.5653577,25.4,692,3718,3781,49.55429
11120,0,1,82.6,.5778293,25.2,888,5178,5597,65.73708
11121,0,1,80,.4437558,36.1,8850,71803,66415,37.12339
11122,0,1,79.2,.4983045,23,841,5308,5211,40.14885
11123,0,1,87.3,.634981,22.4,308,1578,1556,71.00592
11124,0,1,85.6,.5807542,22.3,1352,7399,7186,61.17557
11125,0,1,87.9,.602715,19.7,612,3315,3385,62.7274
11126,0,1,80.7,.5110103,23.9,2518,16757,18963,34.07647
11127,0,1,82.5,.5438382,29.2,1506,8999,9651,39.88405
11128,0,1,87.2,.5760266,18,646,3604,3549,68.898
11129,0,1,80.1,.5714643,27.8,1981,11999,12163,55.16456
11130,0,1,85,.5557069,18.5,650,3671,3329,67.09367
11131,0,1,91.5,.6495389,25.7,295,1518,1715,67.03959
11132,0,1,82.1,.4562243,19.8,1146,7527,8995,56.21688
11133,0,1,86.5,.5602606,18.3,764,3991,4078,64.34201
11134,0,1,85.5,.5607886,20.4,945,5478,6081,61.86502
11135,0,1,81.5,.5699465,23.6,1120,6169,6065,66.79115
11136,0,1,84.7,.5395548,27.3,2637,15902,18149,47.24321
11137,0,1,83.5,.5678095,27,1864,11842,11445,52.83723
11138,0,1,82.4,.5756534,23.2,1459,8149,8479,51.81549
11139,0,1,88.5,.7331341,26.3,367,2342,2210,55.80585
11140,0,1,79.8,.537623,14.6,503,2844,2950,63.66039
11141,0,1,85.1,.5615981,25.1,3347,22452,25175,40.5028
11142,0,1,83.6,.6164452,22.6,672,3989,4311,60.27165
11143,0,1,74.2,.525448,15,698,4185,3451,54.52171
11144,0,1,83.8,.5444805,17.3,579,3080,3489,63.57719
11145,0,1,82,.5513871,23.9,1795,11355,12766,33.21918
11146,0,1,85.1,.5031867,25.1,3325,22594,23685,30.48208
11147,0,1,78.3,.5040634,20.2,1661,9967,10567,44.09373
11148,0,1,86.3,.5383875,33.3,2565,16620,17792,37.17169
11149,0,1,74.6,.560221,20.5,654,3620,3539,68.57795
11150,0,1,84.5,.5457642,19.6,1569,9101,9282,61.69934
11151,0,1,84,.5287405,27.4,1510,9377,8472,48.75289
11152,0,1,86.7,.6191602,6.5,309,1691,1461,75.14952
11153,0,1,82.3,.6142582,13.5,523,2595,2664,64.34622
11154,0,1,60,.3866442,18.9,599,3564,3418,44.61284
11155,0,1,77.1,.4743667,24.4,3183,21515,21427,31.70761
11156,0,1,89.4,.656015,21.4,673,3724,4050,63.24443
11157,0,1,86.5,.5925999,27.5,946,5081,5822,52.41721
11158,0,1,83.1,.5118622,20.4,749,4468,4628,51.39127
11159,0,1,82,.5739357,19.7,1527,8433,7647,65.79285
12001,0,1,96,.6368202,30.2,5226,29272,32159,29.16694
12002,0,1,91.4,.5081043,51.2,33247,273495,239318,14.30406
12003,0,1,,0,13.2,0,70,265,38.97436
12004,0,1,95.7,.6627671,25.5,2322,12822,15328,24.04747
12005,0,1,96.1,.6696754,27.9,3835,20053,22517,25.41101
13001,0,1,94.2,.5565766,57.2,6054,43746,49629,15.20851
13002,0,1,98.2,.5595054,39.2,220,1294,1676,16.38248
13003,0,1,93.1,.5919163,53.5,3270,25409,23341,13.21138
13004,0,1,97.9,.6070492,50.1,595,3433,3537,20.84024
13005,0,1,92.7,.641966,35.9,398,2645,3389,22.16521
13006,0,1,94.4,.5703822,47.8,2273,14336,13071,21.0737
13007,0,1,96,.5323213,52.9,302,2042,2623,19.21281
13008,0,1,0,.4606141,38.2,93,749,882,21.94293
13009,0,1,95.9,.6097526,39.8,1162,6952,8620,23.1393
13010,0,1,96.2,.5347925,5908,3081,24488,22049,11.94722
13011,0,1,84.3,.4634236,33.8,418,2734,3085,25.17086
13012,0,1,89.7,.5172018,51.3,248,1744,1677,14.38255
13013,0,1,0,.5300926,55.3,72,432,490,19.3617
13014,0,1,89.4,.5856435,41.8,4449,26622,30725,24.31443
13015,0,1,94,.6053946,50.9,542,3003,2850,18.04609
13016,0,1,93.9,.5772277,48.1,1307,8080,7553,19.43667
13017,0,1,0,.5429235,48.1,62,431,447,34.03362
13018,0,1,91.4,.515625,36.4,608,3840,4706,18.29483
13019,0,1,58,.4122744,45.7,242,1385,1587,27.51213
13020,0,1,87.6,.3995758,61,834,9430,7306,22.93687
13021,0,1,96.9,.6872877,51.6,850,4122,4025,22.94186
13022,0,1,87.2,.6037995,45.5,872,4369,4171,21.01017
13023,0,1,94.4,.5823849,35.9,675,4042,4934,20.75754
13024,0,1,91.2,.6231386,43.7,852,4365,5200,26.30691
13025,0,1,90.6,.527027,41.1,931,6512,6879,21.57242
13026,0,1,96.1,.6049715,45.7,949,5954,5247,19.76944
13027,0,1,92,.5885684,42.7,966,5651,5908,24.07965
13028,0,1,94.5,.6196646,42.6,2014,13120,16565,17.95177
13029,0,1,94,.684692,56.2,1191,11151,10262,14.9203
13030,0,1,84.1,.4971209,42.4,465,2605,3162,31.66526
13031,0,1,98.7,.5454546,52.3,296,2046,2408,13.21596
13032,0,1,91.9,.5648899,48,285,1726,1912,15.47486
13033,0,1,96,.7151924,50.7,748,5042,4125,21.49761
13034,0,1,94.8,.5869774,46.1,1183,7295,6726,18.96845
13035,0,1,92.2,.544495,48.1,1704,12316,14845,16.98259
13036,0,1,96,.6638349,45.9,317,1648,1889,22.43018
13037,0,1,95.1,.5605307,39.1,492,3015,3350,23.56538
13038,0,1,93.2,.5924599,40.8,946,5305,6875,25.68424
13039,0,1,92.9,.5717202,42.7,338,1959,2083,17.57293
13040,0,1,92.7,.5764469,41,1538,9935,11065,11.6538
13041,0,1,98.6,.6624705,51,265,1271,1219,27.46301
13042,0,1,95.2,.5669225,48.2,3052,19149,22579,18.92511
13043,0,1,98,.5505883,51.3,255,1700,1997,13.65294
13044,0,1,90.2,.5470653,40.8,671,3612,4739,29.97932
13045,,,,,,,,,
14001,0,1,85.9,.5348417,37.4,4057,28730,40670,21.76253
14002,0,1,84.6,.5556944,25.7,1129,6401,9489,48.63327
14003,0,1,91.1,.575354,30.1,793,5932,8189,30.46834
14004,0,1,85.1,.5356359,37.6,1321,9120,11250,14.38635
14005,0,1,93.4,.5728601,32.3,400,2395,3831,41.90756
14006,0,1,89.3,.5466452,41.2,2331,15500,22255,21.03888
14007,0,1,80.4,.4896352,20.1,365,2412,3553,27.76604
14008,0,1,91.7,.5689346,40.7,1305,8363,11370,24.2366
14009,0,1,88.8,.533915,35.1,896,6074,8648,26.53564
14010,0,1,82.1,.5574703,58.9,6695,75091,61469,16.61126
14011,0,1,88.4,.5391849,36.6,2345,15631,21721,23.18595
14012,0,1,89.3,.5441491,31.7,1037,6546,10128,29.78307
14013,0,1,90.3,.562004,25.7,1102,6427,9371,27.46304
14014,0,1,83.8,.5190861,20.9,1459,10767,13126,24.19409
14015,0,1,89.7,.5608997,38.9,2395,19294,24125,19.96408
14016,0,1,88,.5210162,40.5,275082,2210133,3023422,12.38103
14017,0,1,88.4,.5499882,39.7,1329,8502,12658,22.22115
14018,0,1,59,.3423769,27.9,683,4165,5771,31.41071
14019,0,1,90.3,.6118297,49,3083,25512,26823,14.79862
14020,0,1,89.2,.525024,38.7,1098,7293,10144,20.17818
14021,0,1,85.4,.4885197,45.4,1174,8667,10724,21.53363
14022,0,1,94.3,.6012244,60.5,19777,147667,167194,5.4788
14023,0,1,88.2,.5414096,39.9,1381,9237,13501,28.61994
14024,0,1,87.7,.5402188,32.5,503,3108,4846,31.95759
14025,0,1,90.6,.5570536,32.4,1504,10236,12714,23.92646
14026,0,1,86.5,.510995,26.2,1425,9186,13303,28.73635
14027,0,1,92.7,.5535005,46.2,1030,7299,9484,20.3323
14028,0,1,87.6,.600139,23.8,2504,14390,25376,31.81391
14029,0,1,88.4,.5334222,37.7,2711,17249,25270,20.28659
14030,0,1,80.3,.5705578,21,619,3281,4417,52.61278
14031,0,1,87.7,.56333,33.8,1157,7003,10464,30.60844
14032,0,1,87.4,.5118024,38.7,1470,9998,12507,13.05361
14033,0,1,84.9,.5558717,21.1,697,3866,6283,38.54219
14034,0,1,92.8,.5884753,42.3,1569,10291,14475,25.91195
14035,0,1,83.3,.5150449,20.9,504,2559,3415,43.87947
14036,0,1,95.3,.5862165,41.8,627,3584,4613,26.67154
14037,0,1,88.5,.5507344,39.5,3152,20834,28823,19.49683
14038,0,1,87.2,.5250638,38.2,2295,14503,19208,21.39542
14039,0,1,88.5,.6781742,39.9,2537,20769,22193,28.46034
14040,0,1,86.7,.5581691,24.8,789,4719,6564,32.92035
14041,0,1,89.6,.567955,28.8,2101,13325,19325,27.73364
14042,0,1,85,.5339259,29.6,1077,7988,9056,21.47878
14043,0,1,91.5,.5680265,36.5,1459,9364,12208,24.89181
14044,0,1,86.2,.546151,22.5,499,2741,4239,40.80608
14045,0,1,83.7,.5092211,44.8,12299,93861,116893,8.583183
14046,0,1,87.6,.5177928,33.9,5041,38021,54863,15.51488
14047,0,1,89.8,.5126506,45.5,1120,8300,9417,12.62204
14048,0,1,90,.510929,45.9,3641,26123,36083,14.7537
14049,0,1,76.1,.4851432,51.5,19626,146128,151008,7.9627
14050,0,1,88.3,.5292904,36.8,6860,47507,63831,12.4199
14051,0,1,89.6,.5461152,35.6,1246,7568,11155,27.38553
14052,0,1,74,.4675854,39,2651,17415,22097,19.12502
14053,0,1,88.7,.5108998,38.8,2462,18303,22372,17.45402
14054,0,1,69.2,.4280713,35.1,2315,15140,19765,15.86318
14055,0,1,87.5,.6246961,47.2,1733,13160,16203,24.01763
14056,0,1,89.1,.5572957,44.7,5392,38118,45853,10.44644
14057,0,1,90.8,.582035,47.1,4910,38319,46404,16.84013
14058,0,1,89.8,.5339026,43.2,6882,53403,66664,15.32366
14059,0,1,90.7,.5541113,30.9,2551,17233,26627,24.41623
14060,0,1,88.5,.5315982,34.5,13204,102585,125169,13.61412
14061,0,1,86.5,.5561715,30.8,2629,16236,23464,27.35318
14062,0,1,94.2,.5430204,44,869,5602,7773,21.61916
14063,0,1,91.3,.5417525,39.6,930,6311,9076,22.5701
14064,0,1,84.9,.5138456,27.9,987,6103,8517,34.60423
14065,0,1,87.3,.5406125,36.4,597,3755,5553,21.05377
14066,0,1,87.4,.537037,44.7,1171,7290,9836,26.61537
14067,0,1,88.9,.5268752,27.6,917,6586,9011,13.90946
14068,0,1,87,.5593303,32.6,1920,12363,18907,26.64252
14069,0,1,89.8,.5812225,39.9,2085,14805,22444,20.58126
14070,0,1,84.2,.5243651,36.3,856,5828,7928,23.19647
14071,0,1,86.5,.5351317,43.3,2561,17164,21241,19.06417
14072,0,1,86.7,.530923,42.5,10278,83336,108312,14.80175
14073,0,1,90.5,.5862571,26,1272,7553,11866,28.81128
14074,0,1,91.6,.5199158,43.3,1056,6653,8402,18.34398
14075,0,1,87.3,.545265,36.2,1333,8152,12504,34.18507
14076,0,1,79.3,.5761317,20,314,1458,2590,47.78805
14077,0,1,85.6,.568283,22,774,4269,6038,51.78854
14078,0,1,87,.5496548,37.8,294,1883,2738,16.71847
14079,0,1,76.5,.4276679,22.2,1810,12491,18670,24.40829
14080,0,1,92.3,.5564682,34.2,1061,6818,9484,26.43671
14081,0,1,89.3,.5436074,42.7,8655,66193,86467,11.21356
14082,0,1,86.3,.5140362,30.4,14861,120723,143530,20.57899
14083,0,1,89.9,.5705774,23.7,1796,9734,16999,39.86558
14084,0,1,87.5,.5377738,44.1,8196,61961,86269,15.60087
14085,0,1,90.8,.5913019,35.4,570,3472,5363,32.25769
14086,0,1,90.6,.5415385,33.1,401,2600,3819,31.69356
14087,0,1,92.7,.5475576,30.1,1522,9683,13757,29.6701
14088,0,1,93.4,.5697947,44.7,594,3410,4708,24.12583
14089,0,1,90.5,.5079461,41.2,2732,19947,26746,17.90943
14090,0,1,89.7,.5055146,41.2,5834,48236,53666,10.85461
14091,0,1,84.5,.5390183,25.1,1103,6356,11672,29.49243
14092,0,1,85,.5024829,37.4,5874,41685,55734,19.26662
14093,0,1,89.2,.5152163,37.5,906,6079,8192,20.47136
14094,0,1,88.7,.5670648,46,1318,9461,12300,22.89321
14095,0,1,93.5,.5660152,21.2,829,5014,8679,24.67835
14096,0,1,75.8,.5028579,24.1,1438,8048,11203,29.60954
14097,0,1,91.8,.5462227,30.8,1251,8048,11786,28.36274
14098,0,1,89.9,.5310668,38.4,3935,27972,31939,18.67674
14099,0,1,90.2,.503725,39.3,10932,89799,105531,11.12077
14100,0,1,86,.5459238,28.4,2863,18596,28354,28.2451
14101,0,1,85.6,.5068424,40.9,12317,97772,114164,11.83398
14102,0,1,90.5,.5657895,42.7,1450,11096,13578,15.75556
15001,0,1,94.6,.5435122,41.9,1701,11514,12968,15.06456
15002,0,1,89.8,.5354567,48.1,13235,108287,125844,12.50177
15003,0,1,86,.4649097,40.8,2991,23639,25259,15.9379
15004,0,1,89.3,.5603971,50.1,851,5439,6371,25.44136
15005,0,1,86.9,.5235828,44.4,961,6721,8237,17.83393
15006,0,1,90.3,.5240594,48.1,1865,12386,15452,18.32377
15007,0,1,90.2,.5444883,31.5,498,3293,3725,26.5713
15008,0,1,91.1,.5282585,46.6,1174,7396,9565,21.61562
15009,0,1,90.1,.5255517,43.1,2485,17083,24423,16.7329
15010,0,1,87.4,.5164903,36.8,4051,30897,32755,18.61446
15011,0,1,92.1,.5257857,38.6,1477,9928,14727,23.53749
15012,0,1,87.3,.5432026,45.7,2132,13483,17622,19.10777
15013,0,1,79.3,.5225352,19.5,604,3550,4902,42.1621
15014,0,1,87.3,.5488344,36,1933,11754,14795,27.6496
15015,0,1,77.4,.4556876,34.5,1880,13292,15641,17.75602
15016,0,1,84.2,.5141281,37.4,1341,8883,11031,26.41586
15017,0,1,89.2,.5430946,43.8,1958,12635,15628,15.93288
15018,0,1,86.4,.5459229,40.9,6888,53960,58892,17.11174
15019,0,1,83.6,.4917084,28.1,1642,12784,14159,23.48335
15020,0,1,87.6,.5193431,42.1,6861,50845,57332,12.58812
15021,0,1,88.2,.503808,34.2,1623,11292,13501,23.45558
15022,0,1,83.5,.491879,33.5,3263,23581,28264,20.9977
15023,0,1,83.6,.4800147,38.4,1288,8156,10683,21.06569
15024,0,1,79.2,.5222371,27.2,1289,8207,8648,33.20804
15025,0,1,95.3,.5549549,45.1,1144,7215,9888,21.20905
15026,0,1,88,.5397865,38.3,1915,12831,17533,25.79697
15027,0,1,86.7,.4950069,41.2,4543,35549,40941,15.72877
15028,0,1,90.2,.5342184,32.2,1759,10696,16141,29.80142
15029,0,1,88.1,.523086,51.8,2626,18561,21813,12.9209
15030,0,1,89.6,.4922437,46.7,1768,12506,14320,15.59014
15031,0,1,89.1,.5420057,32.1,1437,8725,10554,25.81161
15032,0,1,89.6,.5107104,54,3012,20074,21282,11.97618
15033,0,1,87.9,.5073275,36.4,3305,22518,27300,20.63553
15034,0,1,86.4,.4745763,41.9,4256,33630,36995,15.17264
15035,0,1,89.8,.5434238,49.3,2203,14773,19103,17.05816
15036,0,1,85.8,.502149,35.4,2054,13960,16800,21.08478
15037,0,1,86.6,.5750696,40.1,1373,9338,9380,21.76908
15038,0,1,89.5,.5379753,37.5,1569,9809,13014,19.77649
15039,0,1,83,.5405609,33.7,1505,10626,13659,25.91036
15040,0,1,76.2,.4723486,29.4,1387,8354,9148,25.21158
15041,0,1,89.3,.4758722,47.9,2410,21697,22747,13.3531
15042,0,1,89.7,.5550947,38.5,2758,17842,24268,26.0994
15043,0,1,88.9,.5225945,48.3,2845,18655,22193,18.55908
15044,0,1,73.4,.4584623,36.3,1319,8402,8653,28.84988
15045,0,1,88.9,.521775,38.1,30520,247049,268477,14.20026
15046,0,1,89.5,.5319099,38,5801,42620,54552,12.94596
15047,0,1,85.4,.5136716,33.8,2581,16750,20671,24.8055
15048,0,1,87.7,.4985236,39.9,7912,60280,68964,15.01224
15049,0,1,86,.5032645,45.7,38501,316591,389975,14.55215
15050,0,1,87.7,.5249365,45.8,2165,14958,17754,18.60322
15051,0,1,86.3,.5365661,33.3,737,5073,5464,29.89662
15052,0,1,87.5,.4328366,46.1,2263,18455,20087,21.74213
15053,0,1,84.8,.6301727,50,3053,32937,28688,18.26589
15054,0,1,90.9,.5263048,49.6,1816,14313,18111,17.27187
15055,0,1,87.4,.5218073,39.5,2269,16600,17451,18.71172
15056,0,1,92.1,.5283275,39.6,832,5154,6307,23.56999
15057,0,1,87.4,.5257935,42.4,1939,12697,15472,16.69649
15058,0,1,77.2,.5424837,30.1,289,1836,2373,25.41422
15059,0,1,83.5,.5241491,31.6,1142,7433,9740,32.39377
15060,0,1,90.9,.5406952,35.1,732,4718,6771,30.2143
15061,0,1,86.9,.5327626,41.6,1013,6074,8789,28.59218
15062,0,1,79.7,.5112068,27.9,1155,7897,9284,29.21512
15063,0,1,89.1,.5598632,30.4,851,5262,7730,31.05954
15064,0,1,91.4,.5462795,47.3,3936,30305,30234,10.29333
15065,0,1,88.7,.524985,34.2,1192,8345,10930,27.85013
15066,0,1,88.9,.5297979,38.3,935,5789,6939,27.11334
15067,0,1,86.1,.5694593,46.8,1506,12187,13123,19.36
15068,0,1,89.3,.5361928,42.9,1982,12613,16319,20.46461
15069,0,1,88.1,.5344486,30.4,1423,9086,11536,26.22209
15070,0,1,87.9,.5478989,41.2,1466,9186,11210,24.53427
15071,0,1,90.9,.5741823,43.7,13881,111536,131192,11.32692
15072,0,1,80.9,.47928,27.3,1082,7167,7390,31.38726
15073,0,1,89.2,.4871202,41.8,2087,15567,18795,17.40619
15074,0,1,88.9,.5591757,32.2,1099,7182,8912,31.76107
15075,0,1,83.8,.5314685,31,1371,8294,9492,27.17192
15076,0,1,87.5,.5801899,51.7,1129,8006,9395,22.6678
15077,0,1,90.5,.5355235,40.3,1477,8797,13295,26.90174
15078,0,1,80.5,.516644,29.5,492,2944,4158,28.71658
15079,0,1,91,.6294625,54.5,4712,47199,43786,13.49443
15080,0,1,87.8,.5297379,41.6,1178,7213,8806,18.65147
15081,0,1,91.6,.5085599,37.1,415,2979,3523,26.73222
15082,0,1,89.7,.5498873,39.4,9668,72764,94848,21.59348
15083,0,1,87,.5258998,33.7,1209,7085,10801,23.31714
15084,0,1,89.1,.5683331,40.5,6328,46566,63004,21.47239
15085,0,1,89.1,.5447165,47.6,2247,15397,17533,16.79679
15086,0,1,86.6,.5251761,37.1,632,3833,4711,25.12827
15087,0,1,85.6,.549747,36.5,1565,10674,13024,27.23637
15088,0,1,88.7,.5426685,29.7,1309,8027,9897,30.4343
15089,0,1,87.3,.5191145,42.2,4489,33247,42149,18.07893
15090,0,1,87.7,.5081539,44.8,1363,9566,11785,16.47218
15091,0,1,92,.5400069,44.1,1343,8711,11029,19.5517
15092,0,1,91.6,.5550084,46.7,1451,9544,11525,16.19748
16001,0,1,92.3,.5959203,43,750,4363,6584,34.24569
16002,0,1,90.4,.5972359,42,552,3039,4463,32.76866
16003,0,1,89.3,.5989781,36.2,1122,6850,8774,40.50445
16004,0,1,91.3,.5913371,35.9,1070,5841,10246,36.37437
16005,0,1,97,.608845,38.2,709,4658,6227,34.0046
16006,0,1,91.3,.5854443,42.5,1576,10264,13153,24.25482
16007,0,1,89.3,.5583729,50.2,6938,58409,63969,11.05833
16008,0,1,83.6,.5206349,43.8,1802,11970,16629,20.47032
16009,0,1,91.2,.5776162,41.6,1348,9766,11264,22.73228
16010,0,1,84.4,.5803285,44.3,1636,9984,11993,27.19137
16011,0,1,96.6,.6123009,52.2,1318,9105,12154,25.62748
16012,0,1,93.2,.5879537,39.5,1165,7521,9999,26.42837
16013,0,1,93.6,.6102179,47,1087,6655,9232,25.01584
16014,0,1,92.6,.5856733,37.1,1576,10470,12453,26.32076
16015,0,1,92.6,.5769336,47.6,1144,7318,10716,27.55848
16016,0,1,93.3,.5779263,44.4,1176,7629,10149,27.17367
16017,0,1,93.1,.5570546,49.2,3034,22163,28057,16.28235
16018,0,1,94.4,.5873737,47.4,1112,7920,10855,31.28169
16019,0,1,91.9,.5909786,39.4,1044,6540,8274,31.04806
16020,0,1,94.4,.5817901,41.3,557,3240,5099,32.93215
16021,0,1,92.1,.5927635,54.1,1222,8236,10428,25.4446
16022,0,1,92.7,.5990051,39.3,1496,9247,12584,35.30238
16023,0,1,90.3,.5615005,45.5,3389,23699,31230,16.61262
16024,0,1,94.2,.6070801,35.4,1318,7966,10574,31.02596
16025,0,1,94.3,.5786954,49.8,1553,10026,14154,19.33878
16026,0,1,91.8,.6045333,38.1,677,3750,5463,30.08716
16027,0,1,92.2,.6928763,42.6,713,4464,6125,38.68123
16028,0,1,86.1,.5668031,40.7,1324,8308,9764,36.91128
16029,0,1,91.7,.5565592,45.6,2642,19263,25962,13.48825
16030,0,1,95.8,.6390291,49.9,779,5150,7396,30.87306
16031,0,1,88.3,.5739968,40.8,4702,37657,40973,16.79335
16032,0,1,92.2,.599231,48,989,6762,8039,24.65155
16033,0,1,93.8,.6153537,45.6,1865,12453,15942,28.36997
16034,0,1,92,.5906497,47.2,1418,9112,12028,22.51058
16035,0,1,94.3,.5920436,44,1049,6611,9015,24.21585
16036,0,1,89.8,.5802858,49.5,690,4129,6256,30.54566
16037,0,1,96.7,.6313587,49.9,967,5976,8435,27.754
16038,0,1,93.1,.5555739,45,957,6064,8196,23.99944
16039,0,1,95.1,.6180405,41.8,973,5532,8148,35.54448
16040,0,1,93.2,.5737967,49.3,1332,8747,11395,21.73956
16041,0,1,93.4,.5853658,43.7,1024,6478,8125,31.34277
16042,0,1,81.1,.5588922,47.5,1614,9424,13283,22.05448
16043,0,1,90.4,.6113079,41.2,1251,7340,10201,29.39954
16044,0,1,93.4,.6127809,44.3,1134,7386,11003,22.29238
16045,0,1,96.5,.6229295,34.3,910,5373,7329,39.52844
16046,0,1,94.1,.5966137,51.6,892,5729,7351,22.06594
16047,0,1,93.7,.6030246,41.9,636,4232,6107,28.79081
16048,0,1,92.6,.5639797,42,1056,7096,9263,26.23517
16049,0,1,85.1,.5126657,35.7,1384,9277,11254,29.38599
16050,0,1,91,.5418527,44.7,2315,15901,19915,17.34293
16051,0,1,90.4,.6275576,48.3,974,6989,9004,22.4459
16052,0,1,90.5,.6530619,61.4,2429,29181,25984,19.99626
16053,0,1,89.1,.5325157,44.7,1376,9703,11230,29.25736
16054,0,1,92.9,.6008983,44.5,1022,6234,9204,29.22655
16055,0,1,94.7,.5923445,44.9,1803,11495,13462,30.56399
16056,0,1,92,.5569721,41.8,2788,18825,25794,20.11193
16057,0,1,91.2,.520373,53.4,7091,63687,74890,12.05544
16058,0,1,87,.5773312,45.9,721,4429,5934,24.17433
16059,0,1,94.5,.5926191,39.2,741,4200,6875,30.30833
16060,0,1,91.8,.5831818,33.5,1028,6600,7721,35.55813
16061,0,1,98.4,.6060057,46.2,863,4962,7335,28.43555
16062,0,1,90.1,.59474,39.5,1552,9848,14024,26.4345
16063,0,1,89.5,.5753539,36.7,1672,10809,15385,23.13907
16064,0,1,92.7,.5549652,49.4,2249,16374,22023,16.48826
16065,0,1,78.9,.5055743,40.6,1005,5920,7440,28.47826
16066,0,1,89.6,.5953327,45.3,964,6042,7737,30.18295
16067,0,1,91.6,.621775,40.8,972,5814,8115,33.7476
16068,0,1,90.9,.6242176,38.5,742,4154,6274,29.34956
